Date,Heating Oil Price,Diesel Retail Prices,Jet Fuel,Gold Price,Unemployment Insurance,USD_Index,Refinary Operation Capacity,Gasoline Inventory,Crude Oil Production,Gasoline
6/5/2006,2.0459,2.89,2.09,608.200012,260263,85.720001,91,210331,5097,2.937
6/12/2006,1.9324,2.918,2.157,578,285892,85.919998,92.7,213146,5211,2.951
6/19/2006,1.9626,2.915,2.092,584.799988,277441,86.82,93.3,213440,5198,2.917
6/26/2006,1.9642,2.867,2.019,613.5,287503,85.220001,93.8,212350,5162,2.914
7/3/2006,2.0104,2.898,2.046,632.799988,304638,84.980003,93.1,213077,5129,2.979
7/10/2006,2.076,2.918,2.124,666.599976,418363,86.089996,90.5,212651,5275,3.017
7/17/2006,1.958,2.926,2.144,619.599976,377115,85.93,92.9,214194,5265,3.033
7/24/2006,1.9412,2.946,2.175,634.799988,288875,85.440002,92.5,211030,5141,3.048
7/31/2006,2.0896,2.98,2.159,644,259974,84.57,90.8,210868,4940,3.05
8/7/2006,2.0406,3.055,2.226,633.5,275430,85.519997,91.6,207659,5144,3.083
8/14/2006,1.9895,3.065,2.156,612.099976,256259,85.089996,91.5,205393,5150,3.047
8/21/2006,2.0298,3.033,2.085,622,252357,85.379997,92.8,205795,5087,2.971
8/28/2006,1.966,3.027,2.144,624.400024,251275,84.940002,92.9,206162,5099,2.893
9/4/2006,1.8432,2.967,2.038,609.599976,259539,85.949997,93.6,206880,5101,2.777
9/11/2006,1.7023,2.857,1.951,576.400024,240231,85.989998,93,206994,5076,2.67
9/18/2006,1.6472,2.713,1.739,589.400024,267036,85.199997,93.4,207554,5109,2.549
9/25/2006,1.6846,2.595,1.718,598.599976,261396,85.970001,92.4,213899,5106,2.429
10/2/2006,1.694,2.546,1.821,572.400024,249288,86.440002,89.9,215052,5151,2.36
10/9/2006,1.7178,2.506,1.739,588.799988,307646,87.120003,89.2,215397,5253,2.31
10/16/2006,1.68,2.503,1.766,593,271863,86.269997,86.3,210175,5132,2.274
10/23/2006,1.6944,2.524,1.753,598.200012,291372,85.559998,86.2,207416,5221,2.255
10/30/2006,1.6775,2.517,1.73,626.900024,301079,85.709999,88.9,204617,5307,2.264
11/6/2006,1.6966,2.506,1.657,628.400024,326711,85.050003,88.1,204033,5329,2.246
11/13/2006,1.6689,2.552,1.718,621.5,286151,85.370003,87.3,200252,5326,2.278
11/20/2006,1.6665,2.553,1.705,628.700012,367690,83.709999,87.1,201658,5269,2.285
11/27/2006,1.8477,2.567,1.754,644.700012,323509,82.480003,88.1,201069,5030,2.292
12/4/2006,1.7573,2.618,1.848,626.099976,448898,83.330002,90.5,200031,5368,2.342
12/11/2006,1.7817,2.621,1.878,615,384123,84.059998,89.1,199857,5357,2.34
12/18/2006,1.682,2.606,1.83,619.099976,361672,83.940002,90.7,200915,5348,2.366
12/25/2006,1.5979,2.596,1.768,635.200012,425357,83.720001,90.9,203853,5361,2.387
1/1/2007,1.5658,2.58,1.725,604.900024,499979,84.629997,91,209532,5369,2.382
1/8/2007,1.5036,2.537,1.669,625.5,506059,85.029999,91.5,213295,5370,2.354
1/15/2007,1.5135,2.463,1.599,635.5,506709,84.860001,87.9,216786,5317,2.28
1/22/2007,1.5914,2.43,1.643,644.5,367583,85.279999,87.4,220795,5241,2.216
1/29/2007,1.684,2.413,1.673,646.200012,359959,84.959999,87.1,224614,5224,2.213
2/5/2007,1.7251,2.435,1.721,667.5,339018,84.870003,87.3,227214,5283,2.237
2/12/2007,1.6734,2.476,1.747,668.799988,363018,84.089996,86.6,225156,5316,2.287
2/19/2007,1.7505,2.491,1.697,683.099976,305945,84.07,85.2,222115,5323,2.287
2/26/2007,1.7682,2.551,1.735,641.5,299000,83.739998,86,220175,5285,2.428
3/5/2007,1.7122,2.626,1.827,650,320194,84.239998,85.8,216425,5267,2.551
3/12/2007,1.6888,2.685,1.813,652.599976,298927,83.230003,85.6,213939,5218,2.605
3/19/2007,1.7111,2.681,1.796,656.700012,277187,83.279999,86.3,210489,5235,2.623
3/26/2007,1.8794,2.676,1.81,663,273432,82.93,87,210231,5218,2.655
4/2/2007,1.8609,2.79,1.963,674.200012,268218,82.989998,87,205201,5243,2.753
4/9/2007,1.9007,2.84,2.013,685.400024,328266,82.129997,88.4,199725,5179,2.848
4/16/2007,1.8325,2.877,2.056,692,317917,81.639999,90.4,197007,5125,2.922
4/23/2007,1.9135,2.851,2.017,678.700012,303984,81.529999,87.8,194214,5128,2.917
4/30/2007,1.8309,2.811,2.052,687.200012,267672,81.739998,88.3,193099,5089,3.017
5/7/2007,1.8823,2.792,2.024,670.599976,274801,82.120003,89,193471,5131,3.097
5/14/2007,1.9152,2.773,2.013,661,258516,82.199997,89.5,195235,5201,3.143
5/21/2007,1.9391,2.803,2.055,655.099976,270446,82.330002,91.1,196666,5207,3.258
5/28/2007,1.9228,2.817,2.092,671.200012,273397,82.32,91.1,198027,5148,3.258
6/4/2007,1.8988,2.799,2.045,645.5,263527,82.690002,89.6,201537,5180,3.2
6/11/2007,2.0106,2.792,2.085,654.5,302368,82.849998,89.2,201540,5170,3.122
6/18/2007,2.038,2.805,2.086,653.5,290951,82.339996,87.6,203331,5093,3.057
6/25/2007,2.0319,2.835,2.143,648.099976,292583,81.919998,89.4,202582,5108,3.029
7/2/2007,2.0951,2.829,2.087,652.700012,300348,81.459999,90,204433,5122,3.005
7/9/2007,2.1106,2.849,2.138,665.799988,417554,80.580002,90.2,205576,5198,3.026
7/16/2007,2.0922,2.889,2.154,683.900024,383839,80.290001,91,203341,5201,3.092
7/23/2007,2.0731,2.889,2.122,660,298366,80.949997,91.7,204134,5184,3.005
7/30/2007,2.034,2.886,2.119,672.5,257426,80.18,93.6,204720,5206,2.926
8/6/2007,1.9712,2.898,2.151,670.299988,270563,80.68,91.3,202997,5142,2.888
8/13/2007,2.0173,2.847,2.045,656.900024,266420,81.43,91.8,201940,5192,2.821
8/20/2007,1.9972,2.868,2.094,668,257573,80.669998,91.6,196231,5119,2.832
8/27/2007,2.0422,2.863,2.078,673,266179,80.790001,90.3,192564,5161,2.796
9/3/2007,2.1432,2.893,2.122,700.799988,257454,79.959999,92.1,191083,5021,2.796
9/10/2007,2.2078,2.924,2.181,709.599976,245526,79.620003,90.5,190417,5129,2.862
9/17/2007,2.2562,2.964,2.259,731.400024,261971,78.599998,89.6,190834,5039,2.835
9/24/2007,2.2379,3.032,2.316,742.799988,247643,77.720001,86.9,191366,5027,2.86
10/1/2007,2.2235,3.048,2.288,741.299988,255431,78.309998,87.5,191325,5064,2.838
10/8/2007,2.2464,3.035,2.287,748.700012,298317,78.220001,87.8,193000,5059,2.821
10/15/2007,2.3306,3.039,2.276,764,306519,77.410004,87.3,195768,5102,2.813
10/22/2007,2.4325,3.094,2.395,783.900024,307675,77.029999,87.1,193837,5122,2.873
10/29/2007,2.5737,3.157,2.427,805.700012,303357,76.339996,86.2,195132,5114,2.921
11/5/2007,2.6188,3.303,2.575,832.5,325831,75.400002,86.2,194313,5126,3.06
11/12/2007,2.5871,3.425,2.692,785.700012,351760,75.830002,87.7,195027,5134,3.158
11/19/2007,2.7042,3.41,2.634,824,323124,75.050003,87,195190,4942,3.148
11/26/2007,2.5296,3.444,2.74,782.200012,324047,76.150002,89.4,196628,5117,3.147
12/3/2007,2.5047,3.416,2.664,794.400024,462902,76.290001,89.4,200623,5133,3.113
12/10/2007,2.6079,3.325,2.56,793.299988,423130,77.440002,88.8,202241,5117,3.053
12/17/2007,2.6091,3.309,2.601,811.599976,393042,77.720001,87.8,205221,5110,3.05
12/24/2007,2.637,3.308,2.589,839.599976,456280,76.220001,88.1,205857,5117,3.032
12/31/2007,2.6835,3.345,2.649,863.099976,507908,75.790001,89.4,207842,5078,3.104
1/7/2008,2.5359,3.376,2.721,896.099976,522700,75.980003,91.3,213063,5051,3.159
1/14/2008,2.5074,3.326,2.617,880.799988,547943,76.379997,87.1,215256,5013,3.119
1/21/2008,2.5191,3.27,2.593,910.5,415397,75.970001,86.5,220341,5042,3.119
1/28/2008,2.4489,3.259,2.532,908.700012,369498,75.449997,85,223899,4998,3.03
2/4/2008,2.5541,3.28,2.562,918.400024,380234,76.669998,84.3,227487,5013,3.03
2/11/2008,2.6469,3.28,2.531,902.799988,377595,76.099998,85.1,229236,5044,3.011
2/18/2008,2.763,3.396,2.72,944.700012,325886,75.519997,83.5,230264,5034,3.011
2/25/2008,2.8397,3.552,2.843,972.099976,330013,73.709999,84.7,232619,5044,3.18
3/3/2008,2.947,3.658,2.888,972.200012,345287,73.029999,85.9,234276,5050,3.212
3/10/2008,3.1465,3.819,3.026,998.200012,341364,71.660004,85,235967,5100,3.273
3/17/2008,2.9772,3.974,3.217,919.599976,335909,72.75,83.8,232520,5100,3.332
3/24/2008,3.105,3.989,3.222,930.599976,316208,71.68,82.2,229235,5103,3.31
3/31/2008,2.9921,3.964,3.065,909,342189,72.019997,82.4,224710,5087,3.339
4/7/2008,3.1975,3.955,3.081,923.599976,357209,71.809998,83,221268,5097,3.381
4/14/2008,3.2923,4.059,3.352,912.200012,370960,72.010002,81.4,215751,5096,3.438
4/21/2008,3.3028,4.143,3.465,887.200012,328334,72.790001,85.6,212572,5101,3.557
4/28/2008,3.2187,4.177,3.492,856.099976,337854,73.5,85.4,211089,5098,3.653
5/5/2008,3.636,4.149,3.347,884.5,335533,73.050003,85,211883,5099,3.663
5/12/2008,3.7028,4.331,3.581,899,325479,72.839996,86.6,210168,5128,3.771
5/19/2008,3.8656,4.497,3.751,925.599976,319817,71.889999,87.9,209413,5045,3.84
5/26/2008,3.6598,4.723,3.969,887.299988,326627,72.879997,87.9,206155,5128,3.84
6/2/2008,3.974,4.707,3.845,895.400024,300989,72.389999,89.7,209090,5139,4.026
6/9/2008,3.8368,4.692,3.782,870.299988,373033,74.150002,88.6,210088,5114,4.09
6/16/2008,3.7717,4.692,3.946,901.299988,349254,73.029999,89.3,208910,5145,4.134
6/23/2008,3.9066,4.648,3.849,929.299988,358158,72.360001,88.6,208757,5120,4.131
6/30/2008,4.106,4.645,3.908,931.799988,368544,72.730003,89.2,210857,5123,4.146
7/7/2008,4.0766,4.727,4.109,959.5,401672,72.099998,89.2,211766,4960,4.165
7/14/2008,3.6915,4.764,4.05,957.299988,476071,72.190002,89.5,214238,5139,4.164
7/21/2008,3.5229,4.718,3.952,926.599976,403607,72.860001,87.1,217085,5165,4.118
7/28/2008,3.4368,4.603,3.722,909,374182,73.419998,87.2,213560,5160,4.01
8/4/2008,3.128,4.502,3.599,857.799988,381887,75.849998,87,209216,5172,3.935
8/11/2008,3.1191,4.353,3.331,786,372807,77.18,85.9,202822,5139,3.864
8/18/2008,3.1311,4.207,3.148,827.400024,342164,76.809998,85.7,196620,5078,3.794
8/25/2008,3.1819,4.145,3.233,829.299988,344255,77.379997,87.3,195441,4906,3.738
9/1/2008,2.9828,4.121,3.319,797.599976,360485,78.93,88.7,194404,5097,3.738
9/8/2008,2.9391,4.059,3.224,760.299988,336131,78.970001,78.3,187942,4084,3.701
9/15/2008,2.8978,4.023,3.714,860.599976,381720,77.68,77.4,184634,3988,3.887
9/22/2008,2.9949,3.958,3.469,882.900024,397610,76.949997,66.7,178739,3932,3.772
9/29/2008,2.662,3.959,3.237,828.900024,392121,80.309998,72.3,179640,3839,3.687
10/6/2008,2.21,3.875,2.865,855.400024,426786,83,80.9,186815,4422,3.543
10/13/2008,2.1329,3.659,2.515,785.099976,454100,82.410004,82.2,193788,4572,3.213
10/20/2008,1.9465,3.482,2.291,729.099976,416114,86.440002,84.8,196497,4630,2.974
10/27/2008,2.0063,3.288,2.137,716.799988,449429,85.629997,85.3,194990,4675,2.718
11/3/2008,1.9784,3.088,2.017,733.200012,466373,85.910004,85.3,196113,4776,2.462
11/10/2008,1.8318,2.944,2.048,742.400024,539812,86.360001,84.6,198095,4885,2.284
11/17/2008,1.6996,2.809,1.929,791.700012,513047,88.190002,84.9,198634,4943,2.132
11/24/2008,1.6737,2.664,1.757,816.200012,609128,86.519997,86.2,200476,5006,1.952
12/1/2008,1.4265,2.615,1.76,750.5,537230,87.120003,84.3,198942,5118,1.87
12/8/2008,1.4934,2.515,1.536,818.900024,760481,83.639999,87.4,202664,5152,1.758
12/15/2008,1.392,2.422,1.33,836.400024,629867,81.300003,84.1,203959,4967,1.716
12/22/2008,1.245,2.366,1.348,870.400024,719691,80.889999,84.7,207295,4972,1.71
12/29/2008,1.4803,2.327,1.313,878.799988,717000,81.839996,82.5,208103,4979,1.67
1/5/2009,1.4877,2.291,1.361,854.299988,731958,82.660004,84.6,211437,4935,1.737
1/12/2009,1.4734,2.314,1.58,839.299988,956791,84.209999,85.2,213505,4917,1.835
1/19/2009,1.4505,2.296,1.499,895.299988,763987,85.610001,83.3,219980,5052,1.835
1/26/2009,1.4538,2.268,1.379,927.299988,620143,86,82.5,219859,5045,1.89
2/2/2009,1.3598,2.246,1.393,913.900024,682176,85.349998,83.5,220221,5235,1.944
2/9/2009,1.3,2.219,1.329,941.5,710152,86.040001,81.6,217559,5327,1.978
2/16/2009,1.1967,2.186,1.291,1001.799988,619951,86.489998,82.3,218664,5323,1.978
2/23/2009,1.2659,2.13,1.17,941.5,605668,88.010002,81.4,215342,5300,1.963
3/2/2009,1.2294,2.087,1.229,942.099976,645827,88.510002,83.1,215510,5373,1.988
3/9/2009,1.1972,2.045,1.161,929.799988,652635,87.43,82.7,212517,5401,1.993
3/16/2009,1.3834,2.017,1.168,955.799988,601192,83.839996,82.1,215712,5414,1.964
3/23/2009,1.4328,2.09,1.261,923,590067,85.110001,82,214568,5432,2.014
3/30/2009,1.446,2.221,1.452,895.599976,599299,84.169998,81.7,216793,5480,2.097
4/6/2009,1.4288,2.228,1.38,882.200012,623279,85.540001,81.8,217449,5469,2.09
4/13/2009,1.4225,2.229,1.413,867.400024,610522,85.980003,80.4,216505,5482,2.104
4/20/2009,1.3683,2.221,1.411,913.599976,596564,84.709999,83.4,217307,5421,2.112
4/27/2009,1.3884,2.201,1.327,887.599976,583457,84.550003,82.7,212612,5269,2.102
5/4/2009,1.5184,2.185,1.314,914.400024,536648,82.529999,85.3,212445,5280,2.129
5/11/2009,1.4188,2.216,1.432,930.900024,570412,83.019997,83.7,208291,5306,2.29
5/18/2009,1.538,2.231,1.464,958.5,540925,79.959999,81.8,203954,5352,2.36
5/25/2009,1.6419,2.274,1.511,978.799988,538311,80.43,85.1,203417,5364,2.36
6/1/2009,1.7701,2.352,1.586,961.700012,500380,80.669998,86.3,203202,5358,2.572
6/8/2009,1.8375,2.498,1.756,940.099976,581092,80.139999,85.9,201649,5358,2.673
6/15/2009,1.7867,2.572,1.821,935.599976,562449,80.260002,85.9,205034,5273,2.722
6/22/2009,1.7303,2.616,1.844,940.700012,572425,79.879997,87.1,208905,5257,2.743
6/29/2009,1.7016,2.608,1.796,930.700012,563387,80.379997,87,211238,5163,2.695
7/6/2009,1.5335,2.594,1.778,912.200012,585963,80.230003,86.8,213140,5171,2.666
7/13/2009,1.641,2.542,1.612,937.200012,677038,79.349998,87.9,214578,5171,2.584
7/20/2009,1.7813,2.496,1.629,952.799988,590730,78.75,85.8,215391,5176,2.519
7/27/2009,1.7938,2.528,1.793,953.700012,516351,78.349998,84.6,213076,5107,2.557
8/3/2009,1.9122,2.55,1.799,957.299988,470988,78.970001,84.5,212858,5246,2.61
8/10/2009,1.841,2.625,1.916,947,486586,78.889999,83.5,211931,5172,2.7
8/17/2009,1.9049,2.652,1.895,953.200012,461780,78.040001,84,209754,5169,2.691
8/24/2009,1.8603,2.668,1.88,957,460998,78.370003,84.1,208054,5173,2.682
8/31/2009,1.7205,2.674,1.868,994.900024,460525,78.139999,87.2,205085,5244,2.667
9/7/2009,1.7308,2.647,1.733,1004.900024,470079,76.610001,87.2,207153,5266,2.667
9/14/2009,1.8279,2.634,1.744,1009.200012,414557,76.43,86.9,207700,5304,2.632
9/21/2009,1.6771,2.622,1.785,990.200012,441311,76.809998,85.6,213109,5300,2.607
9/28/2009,1.7968,2.601,1.749,1003.200012,449620,77,84.6,211452,5375,2.554
10/5/2009,1.8528,2.582,1.754,1047.800049,456233,76.43,85,214389,5360,2.523
10/12/2009,2.0297,2.6,1.812,1050.699951,513852,75.599998,80.9,209159,5377,2.543
10/19/2009,2.0756,2.705,1.95,1055.599976,464985,75.470001,81.1,206945,5371,2.626
10/26/2009,1.9811,2.801,2.054,1039.699951,499374,76.300003,81.8,208564,5357,2.727
11/2/2009,2.0035,2.808,2.015,1095.099976,487714,75.82,80.6,208277,5391,2.746
11/9/2009,1.9661,2.801,2.002,1116.099976,537230,75.330002,79.9,210837,5506,2.72
11/16/2009,1.9756,2.79,1.972,1146.400024,479350,75.660004,79.4,209082,5317,2.684
11/23/2009,1.9622,2.787,1.999,1174.199951,547022,75,80.3,210085,5433,2.694
11/30/2009,2.0268,2.775,1.963,1168.800049,462090,75.910004,79.7,214081,5561,2.684
12/7/2009,1.9085,2.772,2.006,1119.400024,673097,76.57,81.1,216334,5538,2.689
12/14/2009,1.9567,2.748,1.933,1110.800049,561655,77.82,80,217213,5524,2.655
12/21/2009,2.0356,2.726,1.943,1104.099976,571378,77.839996,80,216330,5524,2.645
12/28/2009,2.1188,2.732,1.96,1095.199951,561852,77.860001,80.3,215964,5512,2.662
1/4/2010,2.2003,2.797,2.074,1138.199951,651215,77.470001,79.9,219701,5507,2.718
1/11/2010,2.046,2.879,2.17,1130.099976,825891,77.32,81.3,223492,5496,2.804
1/18/2010,1.9416,2.87,2.096,1089.199951,659173,78.279999,78.4,227442,5404,2.804
1/25/2010,1.9029,2.833,1.994,1083,507651,79.459999,78.5,229427,5421,2.76
2/1/2010,1.8748,2.781,1.938,1052.199951,538617,80.440002,77.7,228121,5403,2.717
2/8/2010,1.9189,2.769,1.956,1089.5,512463,80.32,79.1,230445,5475,2.707
2/15/2010,2.0699,2.756,1.929,1121.300049,482078,80.639999,79.8,232065,5482,2.707
2/22/2010,2.0249,2.832,2.031,1118.300049,458160,80.360001,81.2,231170,5505,2.709
3/1/2010,2.0974,2.861,2.05,1134.800049,474662,80.43,81.9,231943,5510,2.756
3/8/2010,2.094,2.904,2.091,1101.5,462679,79.830002,80.7,228984,5527,2.804
3/15/2010,2.0767,2.924,2.112,1107.400024,439061,80.720001,80.6,227274,5540,2.841
3/22/2010,2.0697,2.946,2.104,1104.199951,413067,81.68,81.1,224559,5536,2.87
3/29/2010,2.2167,2.939,2.094,1125.099976,412710,81.290001,82.6,224872,5489,2.851
4/5/2010,2.226,3.015,2.182,1161.099976,421130,81.089996,84.5,222374,5473,2.877
4/12/2010,2.2169,3.069,2.263,1136.300049,514136,80.82,85.6,221338,5475,2.909
4/19/2010,2.2505,3.074,2.237,1153.099976,436814,81.349998,85.9,224925,5466,2.911
4/26/2010,2.2885,3.078,2.206,1180.099976,429196,81.870003,89,223685,5488,2.901
5/3/2010,2.0795,3.122,2.265,1210,399350,84.449997,89.6,224942,5522,2.95
5/10/2010,2.0606,3.127,2.198,1227.400024,414327,86.099998,88.4,222128,5533,2.958
5/17/2010,1.8967,3.094,2.126,1175.699951,414572,85.370003,87.9,221834,5516,2.918
5/24/2010,1.9802,3.021,1.955,1212.199951,410778,86.480003,87.8,221631,5540,2.842
5/31/2010,1.9577,2.98,1.973,1216.199951,418873,88.230003,87.5,218984,5320,2.842
6/7/2010,2.0053,2.946,2.016,1228.900024,398864,87.510002,89.1,218976,5445,2.78
6/14/2010,2.1289,2.928,2.015,1257.199951,448305,85.699997,87.9,218340,5503,2.756
6/21/2010,2.1122,2.961,2.106,1255.800049,427080,85.309998,89.4,217578,5501,2.795
6/28/2010,1.9155,2.956,2.096,1207.400024,444712,84.43,88.4,218115,5257,2.809
7/5/2010,2.0257,2.924,1.988,1209.599976,470366,83.949997,89.8,219435,5414,2.809
7/12/2010,2.0113,2.903,1.993,1188,515991,82.489998,90.5,221036,5352,2.771
7/19/2010,2.0505,2.899,2.034,1187.699951,502065,82.459999,91.5,222154,5460,2.775
7/26/2010,2.0427,2.919,2.045,1181.699951,413679,81.540001,90.6,222245,5486,2.801
8/2/2010,2.1472,2.928,2.044,1203.400024,402140,80.410004,91.2,222974,5440,2.788
8/9/2010,1.9956,2.991,2.178,1214.900024,425471,82.949997,88.1,223383,5239,2.835
8/16/2010,1.971,2.979,2.091,1227.199951,405484,83.059998,90,223344,5352,2.798
8/23/2010,2.0443,2.957,2.051,1236,384955,82.919998,87.7,225617,5511,2.759
8/30/2010,2.0573,2.938,2.033,1249.199951,383135,83.099998,87,225405,5602,2.736
9/6/2010,2.1044,2.931,2.05,1244.5,381863,82.699997,88.2,225162,5603,2.736
9/13/2010,2.0992,2.943,2.088,1275.599976,341791,81.400002,87.6,224468,5573,2.772
9/20/2010,2.1306,2.96,2.115,1296,382341,79.389999,87.8,226058,5556,2.775
9/27/2010,2.2938,2.951,2.115,1316.099976,372551,78.089996,85.8,222589,5562,2.747
10/4/2010,2.2819,3,2.194,1344.199951,373681,77.32,83.1,219943,5514,2.784
10/11/2010,2.2308,3.066,2.262,1371.099976,462667,77.040001,81.9,218174,5528,2.871
10/18/2010,2.2516,3.073,2.25,1324.400024,394016,77.470001,82.5,219329,5536,2.887
10/25/2010,2.2201,3.067,2.23,1357.099976,408489,77.269997,83.7,214942,5540,2.87
11/1/2010,2.3848,3.067,2.246,1397.300049,421097,76.550003,81.8,212253,5593,2.861
11/8/2010,2.3632,3.116,2.312,1365.400024,452657,78.080002,82.4,210336,5596,2.917
11/15/2010,2.2744,3.184,2.392,1352.199951,409548,78.5,84,207679,5597,2.944
11/22/2010,2.3162,3.171,2.286,1362.300049,464817,80.360001,85.5,209592,5581,2.931
11/29/2010,2.4874,3.162,2.294,1405.400024,412922,79.379997,82.6,210153,5555,2.912
12/6/2010,2.4575,3.197,2.382,1384.300049,585711,80.07,87.5,213964,5582,3.013
12/13/2010,2.4737,3.231,2.423,1378.599976,491776,80.370003,88,214773,5604,3.035
12/20/2010,2.5408,3.248,2.445,1380,495548,80.5,87.7,217173,5598,3.037
12/27/2010,2.5437,3.294,2.477,1421.099976,525710,79.029999,87.8,214857,5575,3.106
1/3/2011,2.4863,3.331,2.493,1368.5,578904,81.010002,88,218146,5598,3.124
1/10/2011,2.6452,3.333,2.51,1360.400024,773499,79.160004,86.4,223227,5575,3.142
1/17/2011,2.6508,3.407,2.621,1341,549688,78.209999,83,227670,5205,3.142
1/24/2011,2.6902,3.43,2.659,1340.699951,485950,78.129997,81.8,230074,5321,3.163
1/31/2011,2.7167,3.438,2.669,1348.300049,464775,78.040001,84.5,236228,5568,3.155
2/7/2011,2.6958,3.513,2.773,1359.900024,440706,78.459999,84.7,240891,5597,3.185
2/14/2011,2.7129,3.534,2.782,1388.199951,424400,77.660004,81.2,241096,5610,3.193
2/21/2011,2.9309,3.573,2.816,1408.699951,380985,77.279999,79.4,238298,5604,3.193
2/28/2011,3.0893,3.716,2.957,1428.199951,353797,76.400002,80.9,234708,5591,3.435
3/7/2011,3.029,3.871,3.126,1421.5,407299,76.779999,82,229214,5593,3.572
3/14/2011,3.0243,3.908,3.1,1415.900024,371721,75.720001,83.4,225040,5591,3.621
3/21/2011,3.0548,3.907,3.097,1426.099976,354457,76.220001,84.1,219720,5570,3.617
3/28/2011,3.1345,3.932,3.145,1428.099976,357457,75.830002,84.1,217036,5568,3.65
4/4/2011,3.3197,3.976,3.146,1473.400024,353817,75.07,84.4,216679,5638,3.737
4/11/2011,3.2242,4.078,3.268,1485.300049,448029,74.830002,81.4,209679,5635,3.843
4/18/2011,3.1992,4.105,3.249,1503.199951,381834,74,82.5,208096,5625,3.896
4/25/2011,3.2558,4.098,3.243,1556,387867,72.93,82.7,205588,5610,3.932
5/2/2011,2.8457,4.124,3.315,1491.199951,415974,74.839996,82.8,204542,5623,4.014
5/9/2011,2.9422,4.104,3.175,1493.400024,397737,75.760002,81.7,205817,5609,4.018
5/16/2011,2.9183,4.061,3.091,1508.800049,361573,75.43,83.2,205936,5618,4.014
5/23/2011,2.9905,3.997,3.02,1536.300049,376632,74.949997,86.3,209730,5583,3.904
5/30/2011,3.0567,3.948,3.043,1541.699951,381497,73.779999,86,212283,5609,3.904
6/6/2011,3.1051,3.94,3.122,1528.599976,366816,74.790001,87.2,214492,5633,3.833
6/13/2011,2.9833,3.954,3.148,1538.599976,400608,74.989998,86.1,215065,5643,3.767
6/20/2011,2.7503,3.95,3.115,1500.5,394286,75.669998,89.2,214601,5650,3.708
6/27/2011,2.9245,3.888,2.93,1482.300049,406633,74.349998,88.1,213173,5593,3.631
7/4/2011,3.0964,3.85,2.935,1541.199951,425640,75.18,88.4,212539,5520,3.631
7/11/2011,3.118,3.899,3.079,1589.800049,473963,75.129997,88,211699,5578,3.695
7/18/2011,3.128,3.923,3.137,1601.300049,470086,74.199997,90.3,212456,5591,3.736
7/25/2011,3.0962,3.949,3.164,1628.300049,369207,73.900002,88.3,213478,5377,3.754
8/1/2011,2.9417,3.937,3.163,1648.800049,341103,74.599998,89.3,215179,5523,3.766
8/8/2011,2.9037,3.897,3.063,1740.199951,354408,74.610001,90,213591,5529,3.73
8/15/2011,2.9045,3.835,2.905,1848.900024,346014,73.989998,89.1,210081,5561,3.662
8/22/2011,3.0101,3.81,2.992,1794.099976,344870,73.809998,90.3,211436,5591,3.638
8/29/2011,2.9974,3.82,3.023,1873.699951,336761,74.75,89.2,208641,5598,3.682
9/5/2011,2.9858,3.868,3.082,1856.400024,348582,77.190002,89,208840,5642,3.682
9/12/2011,3.0089,3.862,3.018,1812.099976,328868,76.580002,87,210780,5083,3.715
9/19/2011,2.7958,3.833,2.964,1637.5,353820,78.300003,88.3,214075,5747,3.657
9/26/2011,2.7948,3.786,2.897,1620.400024,328073,78.550003,87.8,214866,5756,3.568
10/3/2011,2.8588,3.749,2.881,1634.5,332394,78.720001,87.7,213729,5800,3.492
10/10/2011,3.0558,3.721,2.857,1681.800049,405906,76.620003,84.2,209595,5878,3.476
10/17/2011,3.0175,3.801,2.949,1635.099976,357562,76.300003,83.1,206271,5891,3.533
10/24/2011,3.0592,3.825,3.003,1746.199951,377156,75.089996,84.8,204918,5876,3.52
10/31/2011,3.0707,3.892,3.041,1755.300049,369647,76.910004,85.3,206274,5818,3.511
11/7/2011,3.1716,3.887,3.027,1787.5,402532,76.940002,82.6,204167,5846,3.482
11/14/2011,3.0325,3.987,3.127,1724.699951,363016,78.019997,84.8,205159,5894,3.495
11/21/2011,2.9273,4.01,3.094,1685.5,440157,79.610001,85.5,209634,5887,3.427
11/28/2011,2.99,3.964,2.954,1747,372640,78.629997,84.6,209847,5864,3.368
12/5/2011,2.9125,3.931,2.974,1712.800049,528793,78.629997,87.7,214994,5861,3.35
12/12/2011,2.8005,3.894,2.914,1595.599976,435863,80.25,85.1,218818,5862,3.346
12/19/2011,2.8907,3.828,2.791,1604.699951,421103,80.010002,84.9,218406,5862,3.29
12/26/2011,2.935,3.791,2.847,1565.800049,497689,80.169998,84.2,217714,5846,3.29
1/2/2012,3.0702,3.783,2.908,1616.099976,540057,81.239998,85,220193,5851,3.29
1/9/2012,3.0272,3.828,3.075,1630.400024,646219,81.43,85.6,223803,5844,3.441
1/16/2012,2.9884,3.854,3.126,1663.699951,525422,80.220001,83.7,227520,5726,3.441
1/23/2012,3.0704,3.848,3.073,1731.800049,416880,78.900002,82.2,227130,5722,3.45
1/30/2012,3.1144,3.85,3.074,1737.900024,422287,78.940002,81.8,230147,5720,3.5
2/6/2012,3.1821,3.856,3.089,1723.300049,401365,79.110001,82.8,231776,5763,3.542
2/13/2012,3.1889,3.943,3.202,1724.5,365014,79.330002,84,232176,5819,3.584
2/20/2012,3.3159,3.96,3.184,1775.099976,346659,78.349998,85.5,231527,5817,3.584
