Date,Heating Oil Price,Diesel Retail Prices,Jet Fuel,Gold Price,Unemployment Insurance,USD_Index,Refinary Operation Capacity,Gasoline Inventory,Crude Oil Production,Gasoline
1/8/2018,2.085,2.996,1.923,1333.400024,403930,90.970001,95.3,237322,9492,2.639
1/15/2018,2.0584,3.028,1.946,1331.900024,354708,90.57,93,240942,9750,2.639
1/22/2018,2.136,3.025,1.928,1351.599976,260432,89.07,90.9,244040,9878,2.684
1/29/2018,2.0535,3.07,1.995,1333.699951,268197,89.199997,88.1,242060,9919,2.723
2/5/2018,1.8551,3.086,1.973,1313.099976,243422,90.440002,92.5,245474,10251,2.753
2/12/2018,1.9104,3.063,1.844,1353.199951,233252,89.099998,89.8,249073,10271,2.724
2/19/2018,1.9694,3.027,1.781,1328.199951,212609,89.879997,88.1,249334,10270,2.724
2/26/2018,1.8796,3.007,1.852,1321.099976,196294,89.940002,87.8,251817,10283,2.666
3/5/2018,1.8866,2.992,1.861,1322.400024,225893,90.089996,88,251029,10369,2.679
3/12/2018,1.9118,2.976,1.81,1311.300049,205185,90.230003,90,244758,10381,2.677
3/19/2018,2.0184,2.972,1.799,1349.300049,198649,89.440002,91.7,243065,10407,2.716
3/26/2018,2.0284,3.01,1.889,1322.800049,195433,89.970001,92.3,239593,10433,2.764
4/2/2018,1.9578,3.042,1.949,1331.900024,201057,90.110001,93,238477,10460,2.817
4/9/2018,2.1002,3.043,1.919,1344.800049,231759,89.800003,93.5,238935,10525,2.811
4/16/2018,2.123,3.104,2.017,1336.699951,226090,90.32,92.4,235967,10540,2.863
4/23/2018,2.1509,3.133,2.035,1320.300049,200139,91.540001,90.8,236807,10586,2.914
4/30/2018,2.154,3.157,2.073,1312.699951,186451,92.57,91.1,237978,10619,2.961
5/7/2018,2.222,3.171,2.076,1319,190262,92.540001,90.4,235804,10703,2.96
5/14/2018,2.2655,3.239,2.148,1290.199951,195214,93.639999,91.1,232014,10723,2.949
5/21/2018,2.2098,3.277,2.202,1303.300049,207043,94.190002,91.8,233897,10725,2.999
5/28/2018,2.1763,3.288,2.192,1294.800049,202846,94.190002,93.9,234431,10769,2.999
6/4/2018,2.1643,3.285,2.138,1298.099976,191523,93.550003,95.4,239034,10800,3.018
6/11/2018,2.087,3.266,2.105,1274.599976,217289,94.790001,95.7,236763,10900,2.989
6/18/2018,2.1254,3.244,2.097,1267.400024,206023,94.519997,96.7,240040,10900,2.958
6/25/2018,2.2093,3.216,2.049,1251.300049,222766,94.629997,97.5,241196,10900,2.913
7/2/2018,2.1684,3.236,2.1,1254.300049,231539,94.040001,97.1,239691,10900,2.924
7/9/2018,2.1334,3.243,2.112,1239.599976,264869,94.75,96.7,238997,10900,2.937
7/16/2018,2.1044,3.239,2.118,1229.5,232238,94.459999,94.3,235832,11000,2.943
7/23/2018,2.1552,3.22,2.042,1222.599976,201288,94.68,93.8,233504,11000,2.911
7/30/2018,2.1269,3.226,2.11,1214.199951,179880,95.139999,96.1,230968,10900,2.924
8/6/2018,2.1397,3.223,2.104,1211.099976,185174,96.360001,96.6,233868,10800,2.93
8/13/2018,2.0982,3.217,2.096,1176.5,180038,96.099998,98.1,233128,10900,2.921
8/20/2018,2.2022,3.207,2.076,1206.300049,173331,95.150002,98.1,234328,11000,2.9
8/27/2018,2.2413,3.226,2.119,1200.300049,175745,95.139999,96.3,232774,11000,2.906
9/3/2018,2.2182,3.252,2.195,1193.599976,173607,95.370003,96.6,234619,11000,2.906
9/10/2018,2.2092,3.258,2.183,1195,162640,94.980003,97.6,235869,10900,2.912
9/17/2018,2.226,3.268,2.185,1196.199951,173624,94.220001,95.4,234150,11000,2.921
9/24/2018,2.3518,3.271,2.154,1191.5,172930,95.190002,90.4,235680,11100,2.923
10/1/2018,2.3923,3.313,2.235,1201.199951,171816,95.620003,90.4,235221,11100,2.947
10/8/2018,2.3213,3.385,2.32,1218.099976,193936,95.220001,88.8,236172,11200,2.984
10/15/2018,2.302,3.394,2.289,1225.300049,190501,95.709999,88.8,234156,10900,2.961
10/22/2018,2.303,3.38,2.234,1232.5,198733,96.360001,89.2,229330,10900,2.925
10/29/2018,2.1728,3.355,2.196,1230.900024,198530,96.540001,89.4,226169,11200,2.896
11/5/2018,2.1728,3.338,2.144,1206.400024,214814,96.910004,90,228021,11600,2.84
11/12/2018,2.0737,3.317,2.098,1220.800049,235981,96.470001,90.1,226610,11700,2.773
11/19/2018,1.8762,3.282,1.974,1221,226576,96.919998,92.7,225315,11700,2.7
11/26/2018,1.8455,3.261,1.889,1220.199951,218658,97.269997,95.6,224551,11700,2.63
12/3/2018,1.8862,3.207,1.755,1246.800049,317936,96.510002,95.5,226250,11700,2.544
12/10/2018,1.8453,3.161,1.785,1237,261525,97.440002,95.1,228337,11600,2.511
12/17/2018,1.7327,3.121,1.751,1253.800049,255195,96.959999,95.4,230103,11600,2.46
12/24/2018,1.6647,3.077,1.666,1279.900024,291581,96.389999,95.1,233106,11700,2.413
12/31/2018,1.7692,3.048,1.608,1282.699951,327388,96.190002,97.2,239996,11700,2.358
1/7/2019,1.8797,3.013,1.621,1287.099976,350681,95.669998,96.1,248062,11700,2.329
1/14/2019,1.916,2.976,1.793,1281.300049,343678,96.339996,94.6,255565,11900,2.338
1/21/2019,1.8919,2.965,1.812,1297.400024,269369,95.790001,92.9,259615,11900,2.338
1/28/2019,1.9127,2.965,1.822,1316.900024,250580,95.580002,90.1,257380,11900,2.343
2/4/2019,1.9085,2.966,1.842,1313.699951,254263,96.639999,90.7,257893,11900,2.341
2/11/2019,2.0203,2.966,1.861,1318.099976,242762,96.919998,85.9,258301,11900,2.361
2/18/2019,2.0311,3.006,1.896,1329.199951,210679,96.510002,85.9,256847,12000,2.361
2/25/2019,2.001,3.048,1.978,1296.400024,203049,96.529999,87.1,254941,12100,2.471
3/4/2019,1.9998,3.076,1.934,1297,220540,97.370003,87.5,250714,12100,2.502
3/11/2019,1.9677,3.079,1.906,1301.800049,209302,96.599998,87.6,246090,12000,2.549
3/18/2019,1.9659,3.07,1.893,1311.599976,194335,96.650002,88.9,241503,12100,2.625
3/25/2019,1.9734,3.08,1.9,1293,190023,97.279999,86.6,238620,12100,2.701
4/1/2019,2.0424,3.078,1.903,1290.400024,183775,97.400002,86.4,236839,12200,2.77
4/8/2019,2.0707,3.093,1.936,1290.599976,196071,96.970001,87.5,229129,12200,2.826
4/15/2019,2.0709,3.118,1.981,1271.900024,196364,97.470001,87.7,227955,12100,2.912
4/22/2019,2.0512,3.147,1.982,1284.900024,211762,98.010002,90.1,225826,12200,2.926
4/29/2019,2.0702,3.169,2.01,1279.199951,204755,97.519997,89.2,226743,12300,2.972
5/6/2019,2.0504,3.171,1.984,1285.699951,204033,97.330002,88.9,226147,12200,2.983
5/13/2019,2.0955,3.16,1.982,1274.5,188264,98,90.5,225024,12100,2.954
5/20/2019,1.9713,3.163,2.022,1283,191931,97.610001,89.9,228740,12200,2.939
5/27/2019,1.8418,3.151,1.978,1305.800049,198194,97.75,91.2,230944,12300,2.939
6/3/2019,1.8248,3.136,1.896,1341.199951,189577,96.610001,91.8,234149,12400,2.893
6/10/2019,1.8294,3.105,1.772,1340.099976,220186,97.57,93.2,234913,12300,2.821
6/17/2019,1.9158,3.07,1.778,1396.199951,205921,96.220001,93.9,233221,12200,2.759
6/24/2019,1.9446,3.043,1.82,1409.699951,225819,96.129997,94.2,232225,12100,2.741
7/1/2019,1.905,3.042,1.897,1396.699951,224565,97.25,94.2,230642,12200,2.798
7/8/2019,1.9801,3.055,1.883,1409.900024,231995,96.809998,94.7,229187,12300,2.827
7/15/2019,1.8896,3.051,1.949,1425.099976,243621,97.150002,94.4,232752,12000,2.86
7/22/2019,1.9044,3.044,1.903,1418.5,196382,98.010002,93.1,232526,11300,2.833
7/29/2019,1.8902,3.034,1.904,1445.599976,178897,98.099998,93,230735,12200,2.798
8/5/2019,1.808,3.032,1.905,1496.599976,179879,97.489998,96.4,235172,12300,2.772
8/12/2019,1.8128,3.011,1.774,1512.5,186914,98.139999,94.8,233760,12300,2.71
8/19/2019,1.8156,2.994,1.788,1526.599976,171386,97.639999,95.9,234072,12300,2.684
8/26/2019,1.8282,2.983,1.811,1519.099976,176867,98.919998,95.2,231982,12500,2.661
9/2/2019,1.9003,2.976,1.806,1506.199951,179516,98.389999,94.8,229586,12400,2.661
9/9/2019,1.8778,2.971,1.815,1490.900024,160342,98.260002,95.1,228904,12400,2.638
9/16/2019,1.9863,2.987,1.833,1507.300049,173134,98.510002,91.2,229685,12400,2.64
9/23/2019,1.9416,3.081,1.941,1499.099976,175394,99.110001,89.8,230204,12500,2.741
9/30/2019,1.8945,3.066,1.911,1506.199951,172968,98.809998,86.4,229976,12400,2.737
10/7/2019,1.9576,3.047,1.839,1482.699951,188106,98.300003,85.7,228763,12600,2.742
10/14/2019,1.9471,3.051,1.86,1488.199951,201677,97.279999,83.1,226201,12600,2.727
10/21/2019,1.9796,3.05,1.861,1499.5,186748,97.830002,85.2,223094,12600,2.735
10/28/2019,1.9331,3.064,1.896,1508,198733,97.239998,87.7,220057,12600,2.692
11/4/2019,1.9181,3.062,1.847,1461.300049,205625,98.349998,86,217229,12600,2.702
11/11/2019,1.948,3.073,1.835,1467.300049,238996,98,87.8,219090,12800,2.711
11/18/2019,1.9294,3.074,1.815,1463.099976,227892,98.269997,89.5,220846,12800,2.688
11/25/2019,1.8789,3.066,1.788,1465.599976,252428,98.269997,89.3,225978,12900,2.672
12/2/2019,1.9521,3.07,1.853,1459.099976,216827,97.699997,91.9,229363,12900,2.667
12/9/2019,1.9864,3.049,1.821,1475.599976,317866,97.169998,90.6,234768,12800,2.652
12/16/2019,2.0218,3.046,1.843,1474.699951,270547,97.709999,90.6,237297,12800,2.627
12/23/2019,2.0496,3.041,1.918,1513.800049,287243,96.919998,93.3,239260,12900,2.621
12/30/2019,2.0614,3.069,1.965,1549.199951,312524,96.839996,94.5,242472,12900,2.658
1/6/2020,1.9284,3.079,1.953,1557.5,335480,97.360001,93,251609,12900,2.665
1/13/2020,1.8592,3.064,1.902,1558.800049,338550,97.610001,92.2,258287,13000,2.657
1/20/2020,1.734,3.037,1.796,1571.099976,282088,97.849998,90.5,260032,13000,2.657
1/27/2020,1.6245,3.01,1.704,1582.900024,229002,97.389999,87.2,261235,13000,2.595
2/3/2020,1.6433,2.956,1.589,1568.599976,224664,98.68,87.4,261144,12900,2.546
2/10/2020,1.6982,2.91,1.499,1582.699951,219601,99.120003,88,261049,13000,2.511
2/17/2020,1.6866,2.89,1.544,1644.599976,209336,99.260002,89.4,259078,13000,2.511
2/24/2020,1.4906,2.882,1.577,1564.099976,199278,98.129997,87.9,256387,13000,2.555
3/2/2020,1.3852,2.851,1.431,1670.800049,216982,95.949997,86.9,252048,13100,2.514
3/9/2020,1.1374,2.814,1.392,1515.699951,200382,98.75,86.4,246999,13000,2.468
3/16/2020,1.0063,2.733,1.026,1484,251416,102.82,86.4,240819,13100,2.343
3/23/2020,1.0685,2.659,0.778,1623.900024,2920162,98.370003,87.3,239282,13000,2.217
3/30/2020,1.0706,2.586,0.714,1633.699951,6015821,100.580002,82.3,246806,13000,2.103
4/6/2020,0.9726,2.548,0.717,1736.199951,6211406,99.470001,75.6,257303,12400,2.022
4/13/2020,0.9563,2.507,0.729,1689.199951,4965046,99.779999,69.1,262217,12300,1.951
4/20/2020,0.6467,2.48,0.663,1723.5,4281648,100.379997,67.6,263234,12200,1.91
4/27/2020,0.7961,2.437,0.502,1694.5,3515439,98.800003,69.6,259565,12100,1.87
5/4/2020,0.8993,2.399,0.461,1709.900024,2855561,99.730003,70.5,256407,11900,1.883
5/11/2020,0.9204,2.394,0.536,1753.400024,2356626,100.400002,67.9,252894,11600,1.941
5/18/2020,0.982,2.386,0.65,1734.599976,2181640,99.860001,69.4,255724,11500,1.969
5/25/2020,0.9647,2.39,0.811,1736.900024,1915138,98.339996,71.3,255000,11400,1.969
6/1/2020,1.1506,2.386,0.814,1676.199951,1620008,96.940002,71.8,257795,11200,2.064
6/8/2020,1.1014,2.396,0.901,1729.300049,1561267,97.32,73.1,258661,11100,2.123
6/15/2020,1.2114,2.403,0.955,1745.900024,1463363,97.620003,73.8,256995,10500,2.185
6/22/2020,1.1363,2.425,1.042,1772.5,1460056,97.5,74.6,255322,11000,2.216
6/29/2020,1.2311,2.43,1.022,1784,1426618,97.32,75.5,256521,11000,2.26
7/6/2020,1.2412,2.437,1.023,1798.199951,1395081,96.650002,77.5,251682,11000,2.265
7/13/2020,1.2191,2.438,1.073,1808.300049,1512816,95.940002,78.1,248535,11000,2.283
7/20/2020,1.2563,2.433,1.074,1897.300049,1376925,94.440002,77.9,246733,11100,2.275
7/27/2020,1.2171,2.427,1.106,1962.800049,1207045,93.489998,79.5,247387,11100,2.265
8/3/2020,1.2199,2.424,1.104,2010.099976,988309,93.440002,79.6,247806,11000,2.266
8/10/2020,1.2367,2.428,1.111,1937,838734,93.099998,81,247084,10700,2.256
8/17/2020,1.208,2.427,1.11,1934.599976,889738,93.25,80.9,243762,10700,2.256
8/24/2020,1.2162,2.426,1.102,1964.599976,825761,92.370003,82,239179,10800,2.272
8/31/2020,1.1515,2.441,1.128,1923.900024,837008,92.720001,76.7,234859,9700,2.311
9/7/2020,1.0896,2.435,1.074,1937.800049,865995,93.330002,71.8,231905,10000,2.311
9/14/2020,1.159,2.422,0.984,1952.099976,796015,92.93,75.8,231524,10900,2.274
9/21/2020,1.1262,2.404,1.011,1857.699951,827212,94.580002,74.8,227499,10700,2.259
9/28/2020,1.085,2.394,0.973,1900.199951,798996,93.839996,75.8,228182,10700,2.259
10/5/2020,1.1933,2.387,0.995,1919.5,731249,93.059998,77.1,226747,11000,2.262
10/12/2020,1.1791,2.395,1.067,1900.800049,829742,93.68,75.1,225121,10500,2.257
10/19/2020,1.1513,2.388,1.076,1902,766520,92.769997,72.9,227016,9900,2.24
10/26/2020,1.0813,2.385,1.06,1877.400024,738709,94.040001,74.6,226124,11100,2.234
11/2/2020,1.1426,2.372,1.012,1950.300049,743904,92.230003,75.3,227665,10500,2.204
11/9/2020,1.2042,2.383,1.05,1885.699951,725361,92.760002,74.5,225356,10500,2.188
11/16/2020,1.2863,2.441,1.13,1872.599976,749338,92.389999,77.4,227967,10900,2.202
11/23/2020,1.3805,2.462,1.136,1781.900024,835914,91.790001,78.7,230147,11000,2.194
11/30/2020,1.403,2.502,1.233,1835.900024,718522,90.699997,78.2,233638,11100,2.211
12/7/2020,1.4369,2.526,1.26,1839.800049,956473,90.980003,79.9,237859,11100,2.246
12/14/2020,1.513,2.559,1.296,1885.699951,941910,90.019997,79.1,238879,11000,2.247
12/21/2020,1.49,2.619,1.359,1879.900024,872941,90.330002,78,237754,11000,2.311
12/28/2020,1.4763,2.635,1.349,1893.099976,835972,89.940002,79.4,236562,11000,2.33
