Date,decimal,ppm,#days,1 yr ago,10 yr ago,since 1800
2010/3/15,2010.1986,391.38,4,388.33,370.97,109.87
2010/3/22,2010.2178,390.5,6,389.48,370.99,108.78
2010/3/29,2010.237,391.96,7,389.24,371.23,110
2010/4/5,2010.2562,391.39,6,389.64,371.46,109.16
2010/4/12,2010.2753,392.93,5,389.46,372.2,110.42
2010/4/19,2010.2945,393.53,7,389.29,372.42,110.76
2010/4/26,2010.3137,393.42,6,390.94,372.04,110.43
2010/5/3,2010.3329,393.2,6,389.96,371.14,110.05
2010/5/10,2010.3521,392.81,7,390.35,371.9,109.59
2010/5/17,2010.3712,393.64,7,390.53,371.81,110.44
2010/5/24,2010.3904,392.93,6,390.8,372.08,109.83
2010/5/31,2010.4096,393.51,7,389.91,372.19,110.61
2010/6/7,2010.4288,392.99,7,390.49,371.97,110.36
2010/6/14,2010.4479,392.1,6,389.8,371.97,109.8
2010/6/21,2010.4671,391.86,6,388.85,371.87,109.94
2010/6/28,2010.4863,391.36,7,388.89,371.28,109.85
2010/7/5,2010.5055,390.77,7,388.66,370.24,109.69
2010/7/12,2010.5247,390.06,7,388.61,370.34,109.43
2010/7/19,2010.5438,390.47,5,387.99,370.06,110.3
2010/7/26,2010.563,390.04,7,387.68,369.09,110.36
2010/8/2,2010.5822,389.07,6,387.35,369.04,109.89
2010/8/9,2010.6014,389.02,7,386.37,368.6,110.34
2010/8/16,2010.6205,388.67,5,385.87,368.37,110.48
2010/8/23,2010.6397,387.8,5,386.15,367.68,110.09
2010/8/30,2010.6589,387.72,7,385.18,367.67,110.43
2010/9/6,2010.6781,386.32,6,385.12,367.15,109.39
2010/9/13,2010.6973,387.24,7,384.91,367.47,110.59
2010/9/20,2010.7164,386.96,7,384.97,366.79,110.48
2010/9/27,2010.7356,386.97,7,384.33,366.87,110.57
2010/10/4,2010.7548,387.14,7,383.84,366.71,110.7
2010/10/11,2010.774,387.02,7,384.6,367.01,110.46
2010/10/18,2010.7932,387.62,7,384.87,367.15,110.84
2010/10/25,2010.8123,388.02,7,385.15,367.68,110.98
2010/11/1,2010.8315,388.24,7,385.56,368.05,110.9
2010/11/8,2010.8507,388.25,7,385.8,368.27,110.59
2010/11/15,2010.8699,388.82,7,386.53,368.82,110.84
2010/11/22,2010.889,389.69,7,386.51,368.52,111.39
2010/11/29,2010.9082,389.86,6,387.14,369.23,111.27
2010/12/6,2010.9274,389.97,6,387.33,369.81,111.09
2010/12/13,2010.9466,389.64,7,387.04,369.71,110.48
2010/12/20,2010.9658,390.34,7,388.97,369.85,110.91
2010/12/27,2010.9849,390.14,6,388.29,370.01,110.44
2011/1/3,2011.0041,391.74,7,388.7,370.4,111.77
2011/1/10,2011.0233,390.96,6,388.58,370.67,110.76
2011/1/17,2011.0425,391.7,6,388.67,370.61,111.31
2011/1/24,2011.0616,391.56,7,389.05,370.89,111
2011/1/31,2011.0808,392.26,7,390.13,371.68,111.55
2011/2/7,2011.1,391.63,7,391.03,371.57,110.8
2011/2/14,2011.1192,391.84,7,390.39,372.1,110.9
2011/2/21,2011.1384,392.24,7,390.34,371.55,111.2
2011/2/28,2011.1575,392.26,7,390.59,372.04,111.08
2011/3/7,2011.1767,392.07,7,391.72,372.42,110.75
2011/3/14,2011.1959,392.69,7,391.36,372.7,111.18
2011/3/21,2011.2151,393.09,6,390.42,372.72,111.36
2011/3/28,2011.2342,394.21,6,391.86,372.53,112.24
2011/4/4,2011.2534,393.19,7,391.42,372.65,110.94
2011/4/11,2011.2726,393.28,7,392.6,373.9,110.74
2011/4/18,2011.2918,393.73,6,393.7,373.97,110.94
2011/4/25,2011.311,393.5,6,393.33,373.74,110.49
2011/5/2,2011.3301,394.33,6,393.26,373.73,111.16
2011/5/9,2011.3493,393.08,7,392.73,374.12,109.84
2011/5/16,2011.3685,395.1,7,393.61,373.85,111.87
2011/5/23,2011.3877,395.29,6,393.19,374.17,112.16
2011/5/30,2011.4068,394.41,7,393.43,374.04,111.46
2011/6/6,2011.426,393.7,5,393.04,373.57,111.01
2011/6/13,2011.4452,394,7,392.24,373.19,111.63
2011/6/20,2011.4644,393.75,7,391.9,373.36,111.74
2011/6/27,2011.4836,393.65,7,391.35,373.11,112.05
2011/7/4,2011.5027,393.71,7,390.86,372.64,112.53
2011/7/11,2011.5219,393.49,4,390.14,371.61,112.77
2011/7/18,2011.5411,391.52,6,390.49,371.39,111.28
2011/7/25,2011.5603,392.18,6,390.05,371.08,112.44
2011/8/1,2011.5795,391.4,7,389.2,370.85,112.16
2011/8/8,2011.5986,390.8,5,389.04,369.87,112.08
2011/8/15,2011.6178,390.34,7,388.82,369.4,112.13
2011/8/22,2011.637,389.59,7,387.87,369.57,111.86
2011/8/29,2011.6562,389.7,5,387.74,369.38,112.4
2011/9/5,2011.6753,389.24,4,386.41,368.35,112.32
2011/9/12,2011.6945,389.35,6,387.26,368.75,112.71
2011/9/19,2011.7137,389.29,7,387.01,368.15,112.84
2011/9/26,2011.7329,388.87,7,387,367.82,112.5
2011/10/3,2011.7521,388.98,7,387.09,368.3,112.59
2011/10/10,2011.7712,389.01,7,387.05,368.41,112.5
2011/10/17,2011.7904,389.23,7,387.44,368.43,112.53
2011/10/24,2011.8096,389.44,7,388.05,368.97,112.48
2011/10/31,2011.8288,389.81,7,388.03,369.26,112.55
2011/11/7,2011.8479,389.97,6,388.43,369.3,112.39
2011/11/14,2011.8671,390.66,6,388.63,370.03,112.75
2011/11/21,2011.8863,390.7,7,389.67,370.5,112.46
2011/11/28,2011.9055,391.34,7,389.72,370.63,112.78
2011/12/5,2011.9247,391.56,7,390.06,370.95,112.7
2011/12/12,2011.9438,392.21,6,389.73,371.51,113.06
2011/12/19,2011.963,392.65,4,390.21,371.45,113.22
2011/12/26,2011.9822,392.4,7,390.07,371.9,112.71
2012/1/2,2012.0014,393.15,7,391.51,372.47,113.2
2012/1/9,2012.0205,393.57,6,391.32,372.43,113.44
2012/1/16,2012.0396,393.17,7,391.59,372.97,112.89
2012/1/23,2012.0587,393.53,7,391.36,372.68,113.11
2012/1/30,2012.0779,393.43,6,392.32,372.93,112.87
2012/2/6,2012.097,393.9,7,391.69,373.36,113.22
2012/2/13,2012.1161,393.68,7,391.79,373,112.86
2012/2/20,2012.1352,394.61,5,392.1,373.25,113.65
2012/2/27,2012.1544,394.45,7,392.41,374.25,113.32
2012/3/5,2012.1735,393.73,7,391.66,373.96,112.42
2012/3/12,2012.1926,394.46,7,392.91,374.22,112.92
2012/3/19,2012.2117,394.98,7,393.09,374.96,113.19
2012/3/26,2012.2309,395.32,6,394.37,374.27,113.27
2012/4/2,2012.25,395.51,7,393.3,374.69,113.17
2012/4/9,2012.2691,396.81,6,393.03,374.7,114.19
2012/4/16,2012.2883,396.35,7,393.99,375.42,113.48
2012/4/23,2012.3074,396.8,7,393.39,375.66,113.73
2012/4/30,2012.3265,397.11,7,394.2,376.15,113.89
2012/5/7,2012.3456,397.32,7,392.92,375.63,114.03
2012/5/14,2012.3648,397.18,7,394.86,375.47,113.91
2012/5/21,2012.3839,396.31,7,395.34,376.08,113.14
2012/5/28,2012.403,396.48,6,394.34,376.41,113.49
2012/6/4,2012.4221,395.93,7,393.96,376.03,113.19
2012/6/11,2012.4413,396.43,6,393.85,375.58,114.01
2012/6/18,2012.4604,395.77,7,393.81,375.57,113.71
2012/6/25,2012.4795,395.45,6,393.77,375.45,113.8
2012/7/2,2012.4986,395.15,6,393.67,374.98,113.93
2012/7/9,2012.5178,394.56,6,393.48,374.58,113.79
2012/7/16,2012.5369,394.66,7,391.92,374.09,114.37
2012/7/23,2012.556,394.28,4,392.02,373.36,114.48
2012/7/30,2012.5751,393.62,7,391.52,373.51,114.33
2012/8/6,2012.5943,393.43,6,390.9,372.61,114.66
2012/8/13,2012.6134,392.71,7,390.34,371.64,114.44
2012/8/20,2012.6325,391.57,7,389.85,371.62,113.8
2012/8/27,2012.6516,391.99,7,389.46,370.95,114.66
2012/9/3,2012.6708,392.06,6,389.29,370.39,115.13
2012/9/10,2012.6899,391.1,6,389.34,371.81,114.47
2012/9/17,2012.709,390.99,7,389.36,370.93,114.58
2012/9/24,2012.7281,391.09,6,388.86,370.69,114.79
2012/10/1,2012.7473,391.02,7,389.01,370,114.73
2012/10/8,2012.7664,391.18,6,388.91,370.3,114.78
2012/10/15,2012.7855,391.11,6,389.24,371.4,114.52
2012/10/22,2012.8046,391.56,6,389.43,370.68,114.7
2012/10/29,2012.8238,391.78,6,389.78,371.48,114.6
2012/11/5,2012.8429,392.52,7,389.82,372.16,114.98
2012/11/12,2012.862,393.48,7,390.65,372.05,115.57
2012/11/19,2012.8811,393.39,7,390.7,373.03,115.12
2012/11/26,2012.9003,393.93,7,391.27,372.89,115.32
2012/12/3,2012.9194,393.88,6,391.44,373.45,114.95
2012/12/10,2012.9385,394.62,7,392.08,373.68,115.4
2012/12/17,2012.9577,394.75,7,392.81,373.9,115.28
2012/12/24,2012.9768,395.06,6,392.36,374.66,115.36
2012/12/31,2012.9959,394.73,6,393.06,374.83,114.89
2013/1/7,2013.0151,395.59,6,393.1,374.82,115.58
2013/1/14,2013.0342,396.21,6,393.54,375.18,116.04
2013/1/21,2013.0534,396.01,7,393.55,375.17,115.69
2013/1/28,2013.0726,395.99,7,393.34,375.55,115.54
2013/2/4,2013.0918,396.86,6,393.94,375.33,116.28
2013/2/11,2013.111,397.2,6,393.51,375.45,116.5
2013/2/18,2013.1301,397.37,7,394.68,376.59,116.53
2013/2/25,2013.1493,396.96,6,394.34,376.1,115.96
2013/3/4,2013.1685,397.88,6,393.97,376.48,116.68
2013/3/11,2013.1877,397.17,7,394.17,376.45,115.73
2013/3/18,2013.2068,397.58,7,394.91,376.38,115.86
2013/3/25,2013.226,398.19,7,395.41,377.25,116.17
2013/4/1,2013.2452,398.3,6,395.44,377.03,115.97
2013/4/8,2013.2644,398,7,396.74,377.37,115.34
2013/4/15,2013.2836,398.19,2,396.24,378.26,115.24
2013/4/22,2013.3027,399.44,6,396.84,378.62,116.24
2013/4/29,2013.3219,399.76,6,397.01,378.72,116.38
2013/5/6,2013.3411,399.75,6,397.27,378.15,116.29
2013/5/13,2013.3603,399.98,5,397.36,378.6,116.52
2013/5/20,2013.3795,400.17,7,396.25,379.44,116.81
2013/5/27,2013.3986,400.12,7,396.64,378.73,116.95
2013/6/3,2013.4178,399.4,7,395.87,378.75,116.5
2013/6/10,2013.437,398.8,6,396.5,378.6,116.23
2013/6/17,2013.4562,398.33,7,395.79,378.28,116.14
2013/6/24,2013.4753,398.84,4,395.73,378.41,117.07
2013/7/1,2013.4945,398.43,5,394.99,377.48,117.11
2013/7/8,2013.5137,397.93,4,394.7,376.92,117.08
2013/7/15,2013.5329,397.27,4,394.55,377.34,116.9
2013/7/22,2013.5521,397.01,6,394.43,376.49,117.15
2013/7/29,2013.5712,396.87,6,393.66,376.04,117.54
2013/8/5,2013.5904,395.86,6,393.55,374.97,117.07
2013/8/12,2013.6096,395.32,6,392.78,375.04,117.06
2013/8/19,2013.6288,395.34,5,391.66,374.06,117.59
2013/8/26,2013.6479,394.42,7,392.01,373.61,117.14
2013/9/2,2013.6671,394.05,7,392.12,373.48,117.17
2013/9/9,2013.6863,393.59,6,391.2,373.18,117.03
2013/9/16,2013.7055,393.73,5,390.94,373.11,117.39
2013/9/23,2013.7247,393.58,6,391.13,373.54,117.34
2013/9/30,2013.7438,393.52,7,390.99,373.42,117.26
2013/10/7,2013.763,393.55,7,391.24,373.06,117.18
2013/10/14,2013.7822,393.88,4,391.03,372.91,117.3
2013/10/21,2013.8014,394.19,7,391.56,373.7,117.33
2013/10/28,2013.8205,394.44,7,391.65,373.58,117.25
2013/11/4,2013.8397,394.67,7,392.37,374.1,117.12
2013/11/11,2013.8589,395.73,7,393.36,374.77,117.83
2013/11/18,2013.8781,395.07,7,393.47,375.26,116.82
2013/11/25,2013.8973,396.2,7,393.84,375.36,117.63
2013/12/2,2013.9164,396.46,7,393.79,375.52,117.6
2013/12/9,2013.9356,396.33,7,394.55,376.2,117.19
2013/12/16,2013.9548,397.61,6,394.81,376.38,118.23
2013/12/23,2013.974,397.46,7,395,376.34,117.85
2013/12/30,2013.9932,397.6,7,394.73,376.53,117.68
2014/1/6,2014.0123,398.41,7,395.59,376.53,118.3
2014/1/13,2014.0315,397.93,7,396.23,377.17,117.65
2014/1/20,2014.0507,398.15,7,396.09,377.38,117.74
2014/1/27,2014.0699,398.02,7,395.95,378.2,117.5
2014/2/3,2014.089,398.16,7,396.71,378.04,117.54
2014/2/10,2014.1082,398.06,7,396.96,378.65,117.35
2014/2/17,2014.1274,398.27,6,397.49,377.61,117.46
2014/2/24,2014.1466,398.47,7,397.04,377.92,117.52
2014/3/3,2014.1658,398.64,5,397.83,378.42,117.51
2014/3/10,2014.1849,400.07,6,397.09,378.94,118.72
2014/3/17,2014.2041,401.36,3,397.47,379.55,119.73
2014/3/24,2014.2233,400.3,5,398.18,378.71,118.36
2014/3/31,2014.2425,400.8,7,398.4,379.9,118.52
2014/4/7,2014.2616,401.29,7,398.09,380.59,118.68
2014/4/14,2014.2808,401.72,5,397.38,380.82,118.79
2014/4/21,2014.3,401.77,7,399.22,380.81,118.58
2014/4/28,2014.3192,401.92,6,399.8,380.54,118.54
2014/5/5,2014.3384,401.9,3,399.82,381.17,118.42
2014/5/12,2014.3575,401.91,2,399.92,380.72,118.43
2014/5/19,2014.3767,401.93,7,400.16,380.47,118.54
2014/5/26,2014.3959,402,7,400.29,381.2,118.78
2014/6/2,2014.4151,401.99,7,399.43,379.96,119.04
2014/6/9,2014.4342,401.68,6,398.79,380.38,119.05
2014/6/16,2014.4534,401.21,7,398.44,380.23,118.95
2014/6/23,2014.4726,401.12,6,398.67,379.55,119.26
2014/6/30,2014.4918,400.43,7,398.5,379.17,119.01
2014/7/7,2014.511,400.12,7,397.93,378.48,119.16
2014/7/14,2014.5301,399.1,5,397.27,378,118.63
2014/7/21,2014.5493,399.12,5,396.86,376.76,119.17
2014/7/28,2014.5685,397.77,5,396.98,376.52,118.34
2014/8/4,2014.5877,398.06,4,396.12,376.91,119.18
2014/8/11,2014.6068,397.5,5,395.38,376.27,119.16
2014/8/18,2014.626,397.04,4,395.35,375.91,119.23
2014/8/25,2014.6452,396.59,5,394.55,376.59,119.26
2014/9/1,2014.6644,396.63,4,394.14,374.17,119.73
2014/9/8,2014.6836,395.27,6,393.62,374.57,118.71
2014/9/15,2014.7027,395.33,3,393.66,374.42,119.01
2014/9/22,2014.7219,395.71,6,393.55,374.55,119.51
2014/9/29,2014.7411,395.58,6,393.51,374.34,119.39
2014/10/6,2014.7603,395.82,7,393.59,374.24,119.54
2014/10/13,2014.7795,395.91,5,393.76,374.41,119.45
2014/10/20,2014.7986,396.12,5,394.14,374.8,119.4
2014/10/27,2014.8178,397.81,5,394.4,375.22,120.77
2014/11/3,2014.837,397.04,7,394.66,375.52,119.66
2014/11/10,2014.8562,397.46,6,395.72,375.61,119.71
2014/11/17,2014.8753,397.6,7,394.93,377.12,119.48
2014/11/24,2014.8945,398.15,5,396.13,376.93,119.68
2014/12/1,2014.9137,398.47,7,396.4,377.06,119.67
2014/12/8,2014.9329,399.39,5,396.35,377.7,120.27
2014/12/15,2014.9521,399.36,7,397.43,377.5,119.96
2014/12/22,2014.9712,399.11,7,397.44,377.95,119.45
2014/12/29,2014.9904,400.03,7,397.55,378.07,120.14
2015/1/5,2015.0096,400.05,7,398.47,378.31,119.99
2015/1/12,2015.0288,400.36,6,397.7,378.65,120.14
2015/1/19,2015.0479,399.7,7,398.32,378.55,119.35
2015/1/26,2015.0671,400.39,7,397.99,378.94,119.92
2015/2/2,2015.0863,400.44,7,398.15,379.54,119.86
2015/2/9,2015.1055,400.14,7,398.08,379.39,119.47
2015/2/16,2015.1247,400.11,7,398.21,379.98,119.32
2015/2/23,2015.1438,401.53,7,398.63,380.45,120.62
2015/3/2,2015.163,401.48,4,398.36,381.4,120.39
2015/3/9,2015.1822,402.23,6,399.88,380.46,120.94
2015/3/16,2015.2014,400.98,6,401.01,381.48,119.42
2015/3/23,2015.2205,401.97,7,400.34,380.11,120.11
2015/3/30,2015.2397,402,5,400.69,382.33,119.81
2015/4/6,2015.2589,403.4,4,401.34,382.53,120.86
2015/4/13,2015.2781,404.23,6,401.51,382.25,121.36
2015/4/20,2015.2973,403.27,7,401.69,382.46,120.1
2015/4/27,2015.3164,403.99,7,401.95,382.97,120.6
2015/5/4,2015.3356,404.33,6,401.94,381.81,120.81
2015/5/11,2015.3548,404.16,7,401.49,382.3,120.61
2015/5/18,2015.374,404.16,7,402.08,382.91,120.68
2015/5/25,2015.3932,403.99,7,401.79,383.15,120.69
2015/6/1,2015.4123,403.37,6,402.11,382.99,120.34
2015/6/8,2015.4315,403.41,7,401.54,382.74,120.71
2015/6/15,2015.4507,402.56,7,401.49,382.58,120.25
2015/6/22,2015.4699,402.88,7,401.18,382.06,121
2015/6/29,2015.489,402.33,7,400.49,381.47,120.91
2015/7/6,2015.5082,401.9,6,400.14,381.1,120.95
2015/7/13,2015.5274,401.57,5,399.45,381.28,121.12
2015/7/20,2015.5466,401.43,3,398.86,380.85,121.48
2015/7/27,2015.5658,400.38,7,398.15,380.26,120.94
2015/8/3,2015.5849,398.54,6,397.96,379.81,119.63
2015/8/10,2015.6041,399.37,6,397.49,379.23,121
2015/8/17,2015.6233,399.32,6,397.15,378.93,121.47
2015/8/24,2015.6425,399.04,7,396.69,378.1,121.68
2015/8/31,2015.6616,398.68,7,396.62,378.07,121.75
2015/9/7,2015.6808,397.96,6,395.34,377.35,121.39
2015/9/14,2015.7,397.43,4,395.23,376.44,121.12
2015/9/21,2015.7192,397.52,7,395.76,376.45,121.35
2015/9/28,2015.7384,397.41,5,395.56,376.69,121.27
2015/10/5,2015.7575,398.56,7,395.84,376.87,122.32
2015/10/12,2015.7767,398.37,6,395.88,377.1,121.93
2015/10/19,2015.7959,398.71,6,396.11,-999.99,121.99
2015/10/26,2015.8151,398.68,7,397.61,377.7,121.62
2015/11/2,2015.8342,399.26,6,397.05,378.03,121.82
2015/11/9,2015.8534,400.22,5,397.34,378.14,122.4
2015/11/16,2015.8726,400.55,6,397.69,379.05,122.35
2015/11/23,2015.8918,400.58,7,397.98,378.78,122.02
2015/11/30,2015.911,401,7,398.41,379.22,122.13
2015/12/7,2015.9301,401.52,6,399.29,380.12,122.36
2015/12/14,2015.9493,402.55,7,399.36,380.41,123.13
2015/12/21,2015.9685,402.81,7,399.16,380.44,123.16
2015/12/28,2015.9877,402.28,7,399.79,380.74,122.42
2016/1/4,2016.0068,402.32,5,400.09,381.37,122.31
2016/1/11,2016.026,402.65,5,400.32,381.5,122.45
2016/1/18,2016.0451,402.78,7,399.7,381.74,122.41
2016/1/25,2016.0642,403.33,7,400.25,381.84,122.81
2016/2/1,2016.0833,404.75,5,400.42,381.97,124.1
2016/2/8,2016.1025,403.98,5,400.26,382.56,123.22
2016/2/15,2016.1216,403.85,7,400.04,382.6,122.98
2016/2/22,2016.1407,404.59,7,401.45,382.22,123.61
2016/2/29,2016.1598,404.24,7,401.33,382.4,123.13
2016/3/7,2016.179,404.18,6,402.09,383.09,122.9
2016/3/14,2016.1981,404.97,7,401.23,383.17,123.48
2016/3/21,2016.2172,405.85,5,401.65,382.92,124.1
2016/3/28,2016.2363,405.64,7,402.39,382.63,123.59
2016/4/4,2016.2555,406.78,4,402.96,384.61,124.4
2016/4/11,2016.2746,408.91,6,404.35,384.9,126.19
2016/4/18,2016.2937,407.64,7,403.4,385.01,124.59
2016/4/25,2016.3128,407.9,5,403.84,384.92,124.58
2016/5/2,2016.332,407.73,7,404.29,385.2,124.22
2016/5/9,2016.3511,408.05,7,404.05,385.19,124.45
2016/5/16,2016.3702,407.49,7,404.26,385.51,123.9
2016/5/23,2016.3893,408.51,6,403.97,385.1,125.05
2016/5/30,2016.4085,407.64,5,403.54,384.85,124.42
2016/6/6,2016.4276,407.04,7,403.46,384.33,124.15
2016/6/13,2016.4467,407.39,6,402.59,384.42,124.89
2016/6/20,2016.4658,406.85,6,402.96,384.05,124.8
2016/6/27,2016.485,406.17,5,402.29,383.52,124.6
2016/7/4,2016.5041,405.75,6,401.95,383.31,124.68
2016/7/11,2016.5232,404.68,6,401.84,382.97,124.13
2016/7/18,2016.5423,403.59,7,401.14,381.98,123.56
2016/7/25,2016.5615,404.04,7,400.6,382.26,124.54
2016/8/1,2016.5806,403.68,6,398.61,381.4,124.7
2016/8/8,2016.5997,403.08,5,399.43,380.99,124.63
2016/8/15,2016.6189,402.05,4,399.28,380.39,124.12
2016/8/22,2016.638,402.11,7,399.15,380.05,124.66
2016/8/29,2016.6571,401.16,5,398.68,379.51,124.15
2016/9/5,2016.6762,401.18,6,398.1,378.91,124.55
2016/9/12,2016.6954,401.47,6,397.49,379.29,125.11
2016/9/19,2016.7145,401.08,7,397.5,378.82,124.9
2016/9/26,2016.7336,400.94,5,397.46,379.17,124.8
2016/10/3,2016.7527,401.13,7,398.69,379.06,124.94
2016/10/10,2016.7719,401.78,6,398.22,379.07,125.41
2016/10/17,2016.791,401.86,7,398.68,379.12,125.23
2016/10/24,2016.8101,402.35,6,398.7,379.74,125.4
2016/10/31,2016.8292,403,7,399.15,379.82,125.68
2016/11/7,2016.8484,403,6,399.75,379.99,125.31
2016/11/14,2016.8675,403.79,6,400.8,380.17,125.73
2016/11/21,2016.8866,404.19,7,400.5,380.75,125.79
2016/11/28,2016.9057,404.75,5,400.96,381.49,126.03
2016/12/5,2016.9249,404.09,7,401.46,381.68,125.08
2016/12/12,2016.944,405.02,6,402.58,382,125.75
2016/12/19,2016.9631,404.62,7,402.83,382.32,125.1
2016/12/26,2016.9822,404.96,7,402.3,382.24,125.22
2017/1/2,2017.0014,406.14,7,402.24,382.29,126.12
2017/1/9,2017.0205,406.2,7,402.57,383.14,125.99
2017/1/16,2017.0397,406.41,7,402.8,382.42,126.03
2017/1/23,2017.0589,406.71,4,403.34,384.12,126.19
2017/1/30,2017.0781,406.43,6,404.03,383.83,125.8
2017/2/6,2017.0973,406.26,7,404.6,383.59,125.53
2017/2/13,2017.1164,406.14,7,403.67,385.21,125.32
2017/2/20,2017.1356,407.17,5,404.64,384.7,126.25
2017/2/27,2017.1548,407.6,7,404.3,384.26,126.56
2017/3/6,2017.174,406.34,2,403.95,383.68,125.14
2017/3/13,2017.1932,407.77,6,404.92,384.61,126.37
2017/3/20,2017.2123,407.02,6,405.72,385.45,125.35
2017/3/27,2017.2315,408.6,7,405.78,386.1,126.62
2017/4/3,2017.2507,407.84,6,406.41,386.04,125.52
2017/4/10,2017.2699,409.03,6,409.03,385.97,126.37
2017/4/17,2017.289,409.84,6,407.69,387.7,126.85
2017/4/24,2017.3082,410.17,6,407.76,387.08,126.88
2017/5/1,2017.3274,409.39,5,407.88,386.67,125.9
2017/5/8,2017.3466,409.52,7,407.98,386.69,125.91
2017/5/15,2017.3658,410.6,5,407.58,386.53,126.99
2017/5/22,2017.3849,410.2,7,408.36,387.02,126.7
2017/5/29,2017.4041,409.77,7,407.75,387.15,126.49
2017/6/5,2017.4233,409.89,7,406.95,387.04,126.92
2017/6/12,2017.4425,409.63,4,407.46,386.59,127.04
2017/6/19,2017.4616,408.51,6,407.01,385.84,126.37
2017/6/26,2017.4808,407.95,7,406.15,385.39,126.29
2017/7/3,2017.5,408.28,5,405.83,385.49,127.12
2017/7/10,2017.5192,407.26,7,404.71,385.3,126.62
2017/7/17,2017.5384,407.01,7,403.86,384.22,126.9
2017/7/24,2017.5575,406.92,6,403.83,384.05,127.35
2017/7/31,2017.5767,406.67,6,403.75,382.92,127.63
2017/8/7,2017.5959,405.73,7,403.28,382.68,127.23
2017/8/14,2017.6151,405.39,6,402.1,382.04,127.4
2017/8/21,2017.6342,404.74,7,402.19,382.35,127.23
2017/8/28,2017.6534,404.39,7,401.23,381.76,127.32
2017/9/4,2017.6726,403.89,6,401.2,381.66,127.19
2017/9/11,2017.6918,403.87,7,401.34,380.82,127.45
2017/9/18,2017.711,403.25,5,401.28,381.05,127
2017/9/25,2017.7301,402.95,6,400.92,380.98,126.77
2017/10/2,2017.7493,403.15,6,401.05,381.09,126.92
2017/10/9,2017.7685,403.61,7,401.69,381.11,127.25
2017/10/16,2017.7877,404.14,6,401.86,381.35,127.55
2017/10/23,2017.8068,404.19,6,402.11,381.69,127.3
2017/10/30,2017.826,404.34,6,403.04,382,127.12
2017/11/6,2017.8452,404.44,7,403.11,382.29,126.86
2017/11/13,2017.8644,405.26,7,403.44,382.64,127.31
2017/11/20,2017.8836,406.31,5,404.03,383.24,128.01
2017/11/27,2017.9027,406.52,5,404.95,383.11,127.88
2017/12/4,2017.9219,406.94,7,404.13,383.9,127.98
2017/12/11,2017.9411,406.74,7,404.83,383.96,127.49
2017/12/18,2017.9603,406.99,7,404.74,384.51,127.47
2017/12/25,2017.9795,407.41,7,404.88,384.36,127.64
2018/1/1,2017.9986,407.57,7,405.99,385.01,127.65
2018/1/8,2018.0178,408.33,6,406.26,384.69,128.2
2018/1/15,2018.037,408.08,7,406.31,386.21,127.77
2018/1/22,2018.0562,408.47,6,406.97,386.48,127.99
2018/1/29,2018.0753,408.07,7,406.25,386.84,127.46
2018/2/5,2018.0945,408.4,7,406.33,386.28,127.66
2018/2/12,2018.1137,408.56,7,406.16,386.17,127.72
2018/2/19,2018.1329,408.65,7,406.99,385.44,127.71
2018/2/26,2018.1521,409.09,7,407.58,385.55,128.03
2018/3/5,2018.1712,410.03,7,406.79,386.18,128.82
2018/3/12,2018.1904,408.91,6,407.77,385.9,127.51
2018/3/19,2018.2096,409.32,7,406.82,386.17,127.69
2018/3/26,2018.2288,410.22,6,408.53,387,128.3
2018/4/2,2018.2479,409.39,7,407.93,388.61,127.15
2018/4/9,2018.2671,409.65,4,408.82,386.87,127.07
2018/4/16,2018.2863,411.26,2,409.76,386.8,128.35
2018/4/23,2018.3055,411.88,6,410.18,387.7,128.68
2018/4/30,2018.3247,409.86,5,409.28,387.44,126.43
2018/5/7,2018.3438,411.26,4,409.68,389.01,127.69
2018/5/14,2018.363,412.07,7,410.37,389.12,128.47
2018/5/21,2018.3822,411.65,5,410.23,389.07,128.14
2018/5/28,2018.4014,411.61,7,409.79,388.87,128.29
2018/6/4,2018.4205,411.14,7,409.96,388.63,128.11
2018/6/11,2018.4397,411.36,7,409.73,387.81,128.71
2018/6/18,2018.4589,410.56,6,408.57,387.94,128.33
2018/6/25,2018.4781,410.76,7,408.11,387.52,129.01
2018/7/2,2018.4973,409.6,5,408.14,-999.99,128.34
2018/7/9,2018.5164,409.35,6,407.24,-999.99,128.61
2018/7/16,2018.5356,408.74,7,407.12,-999.99,128.52
2018/7/23,2018.5548,408.48,7,406.98,386.2,128.78
2018/7/30,2018.574,407.65,6,406.69,385.3,128.48
2018/8/6,2018.5932,407.42,7,405.75,385.32,128.78
2018/8/13,2018.6123,407.26,7,405.58,384.14,129.14
2018/8/20,2018.6315,407.03,7,404.73,383.79,129.4
2018/8/27,2018.6507,406.3,7,404.47,383.51,129.12
2018/9/3,2018.6699,405.68,7,404.11,383.72,128.89
2018/9/10,2018.689,405.58,7,403.77,383.28,129.1
2018/9/17,2018.7082,405.88,7,403.36,383.54,129.6
2018/9/24,2018.7274,405.74,6,402.99,383.24,129.56
2018/10/1,2018.7466,405.69,7,403.1,382.99,129.5
2018/10/8,2018.7658,405.77,7,403.58,383.01,129.45
2018/10/15,2018.7849,406.2,6,404.01,383.15,129.66
2018/10/22,2018.8041,406.81,7,404.23,383.26,129.97
2018/10/29,2018.8233,406.67,6,404.27,384.18,129.5
2018/11/5,2018.8425,407.18,5,404.45,384.02,129.65
2018/11/12,2018.8616,408.94,5,405.09,384.37,131.04
